Under five mortality,1761,1762,1763,1764,1765,1766,1767,1768,1769,1770,1771,1772,1773,1774,1775,1776,1777,1778,1779,1780,1781,1782,1783,1784,1785,1786,1787,1788,1789,1790,1791,1792,1793,1794,1795,1796,1797,1798,1799,1800,1801,1802,1803,1804,1805,1806,1807,1808,1809,1810,1811,1812,1813,1814,1815,1816,1817,1818,1819,1820,1821,1822,1823,1824,1825,1826,1827,1828,1829,1830,1831,1832,1833,1834,1835,1836,1837,1838,1839,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
South Sudan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,490.08,490.08,490.08,490.08,490.08,490.08,490.08,490.08,490.08,490.08,490.08,490.08,490.08,490.08,490.08,490.08,490.08,490.08,490.08,490.08,490.08,490.08,490.08,490.08,490.08,490.08,490.08,490.08,490.08,490.08,490.08,490.08,490.08,490.08,490.08,490.08,490.08,490.08,490.08,490.08,490.08,490.08,490.08,490.08,490.08,490.08,490.08,490.08,490.08,490.08,490.08,490.08,490.08,490.08,490.08,490.08,490.08,490.08,490.08,490.08,490.08,490.08,490.08,490.08,490.08,490.08,490.08,490.08,490.08,490.08,490.08,490.08,490.08,490.08,490.08,490.08,490.08,490.08,490.08,490.08,490.08,490.08,490.08,490.08,490.08,490.08,490.08,490.08,490.08,490.08,490.08,490.08,490.08,490.08,490.07,490.03,489.95,489.82,489.63,489.36,489.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,374.5,371,367.3,364.8,362,359.5,357,354.4,352.1,348.9,345.9,343.3,340.1,337.3,334.3,331,327.8,324.2,320.8,317.6,313.8,310.3,307.5,303.9,300.5,296.9,293.8,290.8,287.1,283.5,279.8,275.6,271.5,266.8,262.3,257.7,252.9,247.9,242.6,236.8,230.4,223.7,216.5,208.8,200.4,191.7,182.5,173.2,164,155.6,147.4,139.7,132.7,126.3,120.6,115.5,110.8,106.7,102.9,99.2
Spain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,450.6,450.6,450.6,450.6,450.6,450.6,450.6,450.6,450.6,450.6,450.6,450.6,450.6,450.6,450.6,450.6,450.6,450.6,450.6,450.6,450.6,450.6,450.6,450.6,450.6,450.6,450.6,450.6,450.6,450.6,450.6,450.6,450.6,450.6,450.6,450.6,450.6,450.6,450.6,450.6,450.6,450.6,450.6,450.6,450.6,450.6,450.6,450.6,450.6,,,,,,,,,,284.37,310.63,282.71,273.18,284.37,308.99,325.26,326.89,300.8,305.71,344.73,318.75,330.14,,,,,,,,318.75,310.63,308.99,307.34,312.26,331.76,302.43,312.26,284.37,323.63,299.15,,,,,,,,,,,,331.76,300.8,292.6,263.54,281.07,261.86,282.71,256.73,288.26,286.4,299.19,321.75,261.14,277.1,267.32,269.71,255.2,267.49,345,271.69,314.25,290.02,257.6,253.16,234.26,227.18,217.8,204.21,214.67,201.88,215.71,207.21,190.31,182.53,177.03,172.11,168.99,199.51,183.32,192.46,207.8,205.47,163.54,155.58,136.13,126.84,122.18,107.63,98.77,98.78,115.3,101.8,91,83.1,78.2,74.9,71.9,68.3,64.3,59.9,55.6,51.6,48.2,45.3,42.9,40.8,38.8,36.7,34.4,31.8,29.2,26.6,24.4,23.1,23,23.5,23.6,22.8,21.3,19.5,17.8,16.4,15.4,14.7,14,13.4,12.8,12.3,11.9,11.5,11,10.5,10.1,9.5,8.9,8.3,7.7,7.3,7,6.7,6.5,6.3,6.2,6.1,5.9,5.7,5.5,5.2,5,4.8,4.6,4.4,4.3,4.2
Sri Lanka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,409.79,409.79,409.79,409.79,409.79,409.79,409.79,409.79,409.79,409.79,409.79,409.79,409.79,409.79,409.79,409.79,409.79,409.79,409.79,409.79,409.79,409.79,409.79,409.79,409.79,409.79,409.79,409.79,409.79,409.79,409.79,409.79,409.79,409.79,409.79,409.79,409.79,409.79,409.79,409.79,409.79,409.79,409.79,409.79,409.79,409.79,409.79,409.79,409.79,409.79,409.79,409.79,409.79,409.79,409.79,409.79,409.79,409.79,409.79,409.79,409.79,409.79,409.79,409.79,409.79,409.79,409.79,409.79,409.79,409.79,409.79,409.79,409.79,409.79,409.79,409.79,409.79,409.79,409.79,409.79,409.79,409.79,409.79,409.79,409.79,409.79,409.79,409.79,409.79,409.79,409.79,409.79,409.79,409.79,409.78,409.75,409.68,409.57,409.41,409.19,408.9,408.55,411.94,413.99,417.29,420.54,422.43,425.52,428.63,431.66,433.31,436.26,432.59,428.96,425.33,421.72,416.82,413.3,409.78,406.28,402.79,399.31,386.17,373.34,359.68,347.47,335.54,323.88,311.44,300.31,289.42,278.77,268.35,257.21,247.24,237.49,238.68,239.89,242.01,243.2,244.39,,,,,,,,,,140.2,135.8,131.7,127.8,123.9,119.9,115.6,111.1,106.7,102.2,98,94,90.4,87,83.9,81.1,78.6,76.4,74.4,72.8,71.4,70.1,68.8,67.5,65.9,64,61.8,59.3,56.4,53.2,49.8,46.2,42.3,38.2,34.1,30.2,26.9,24.3,22.6,21.7,21.3,21.2,21.2,21.1,20.8,20.2,19.5,18.7,17.9,17.1,16.3,15.6,15.1,14.6,14.1,13.7,13,12.3,11.7,11.2,10.7,10.3,10,9.6
Sudan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,425.25,425.25,425.25,425.25,425.25,425.25,425.25,425.25,425.25,425.25,425.25,425.25,425.25,425.25,425.25,425.25,425.25,425.25,425.25,425.25,425.25,425.25,425.25,425.25,425.25,425.25,425.25,425.25,425.25,425.25,425.25,425.25,425.25,425.25,425.25,425.25,425.25,425.25,425.25,425.25,425.25,425.25,425.25,425.25,425.25,425.25,425.25,425.25,425.25,425.25,425.25,425.25,425.25,425.25,425.25,425.25,425.25,425.25,425.25,425.25,425.25,425.25,425.25,425.25,425.25,425.25,425.25,425.25,425.25,425.25,425.25,425.25,425.25,425.25,425.25,425.25,425.25,425.25,425.25,425.25,425.25,425.25,425.25,425.25,425.25,425.25,425.25,425.25,425.25,425.25,425.25,425.25,425.25,425.25,425.24,425.21,425.14,425.03,424.86,424.63,424.33,423.96,423.53,423.03,422.47,421.84,421.14,420.37,419.54,418.65,417.72,416.76,415.77,414.77,413.77,412.78,411.78,410.78,409.78,408.79,407.79,406.79,405.79,404.79,403.8,402.8,401.8,400.8,399.8,398.81,397.81,396.81,395.81,394.81,393.82,392.82,391.82,390.82,389.83,388.83,387.83,372.77,358.12,343.88,,,,,,,,,,201.9,198.4,194.9,191.5,188,184.5,181.2,178,174.9,171.9,169,166.2,163.8,161.5,159.4,157.7,156.1,154.6,153.2,152,150.7,149.4,148.2,146.8,145.5,144.3,143.1,142.1,141,139.9,138.7,137.4,136.1,134.6,133,131.4,129.7,128,126.3,124.6,122.9,121.1,119.3,117.3,115.1,112.8,110.4,107.8,105,102.3,99.7,97.1,94.5,92.1,89.8,87.6,85.4,83.3,81.1,78.8,76.6
Suriname,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.95,405.92,405.86,405.75,405.59,405.37,405.09,404.74,404.32,403.85,403.31,402.7,402.04,401.31,400.51,399.67,398.78,397.86,396.91,395.96,395.01,394.06,393.1,392.15,391.2,390.25,389.29,388.34,387.39,386.43,385.48,384.53,372.94,362.75,351.62,340.73,330.06,320.66,310.39,300.35,291.51,281.84,272.37,264.02,254.88,245.93,237.14,229.43,220.98,212.69,205.4,197.42,189.6,181.92,175.15,167.76,160.53,157.86,152.31,147.36,142.3,137.18,132.64,128.72,124.01,120.07,116.2,113,109.26,106.16,102.5,98.91,95.34,92.39,89.05,86.41,83.41,81.07,79.37,,,,,,,,,,71.9,56.9,55.5,54.1,52.8,51.5,50.2,48.9,47.7,46.4,45.1,43.8,42.5,41.2,39.8,38.5,37.2,36,34.8,33.6,32.5,31.4,30.4,29.4,28.5,27.6,26.7,25.9,25.1,24.3,23.6,22.8
Svalbard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Swaziland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.61,413.6,413.57,413.5,413.4,413.23,413.01,412.72,412.36,411.94,411.45,410.9,410.29,409.61,408.87,408.06,407.2,406.29,405.35,404.39,403.42,402.45,401.48,400.51,399.54,398.57,397.6,396.63,395.66,394.69,393.71,392.74,391.77,390.8,389.83,388.86,387.89,386.92,385.95,384.98,384.01,383.04,382.07,381.1,380.13,379.16,378.19,377.21,,,,,,,,,,242.3,239.1,235.7,232.4,228.9,225.8,222.5,219.4,216.2,212.8,209.2,205.6,202,198.3,194.4,190.3,186.3,182.1,178.1,174,169.7,164.8,159.4,153.6,147.2,141,134.9,129.2,123.7,118.4,113.2,108.1,102.8,97.6,92.5,87.8,83.6,80,77.1,75.1,73.9,73.9,75.3,78.7,83.8,90.3,97.5,104.6,111.3,117.6,122.5,125.8,128.1,129.5,129.6,128.4,123.5,118.3,115.2,108,94,86.9,81.7,80
Sweden,315.61,376.98,395.31,316.08,316.03,311.9,298.52,357.49,358.49,325.43,323.35,366.57,489.7,279.57,305.87,256.2,302.06,353.23,394.25,261.1,300.41,300.98,344.56,382.21,344.64,294.85,270.35,325.87,343.75,325.49,286.18,297.34,299.77,280.6,314.49,315.34,294.05,271.73,288.98,381.11,328.8,282.91,275.34,271.67,265.89,332.75,278.34,349.58,365.9,346.01,324.64,312.19,303.56,299.37,274.63,273.48,276.06,269.7,293.64,260.84,305.07,245.04,217.57,224.57,227.94,242.18,226.29,282.11,303.03,254.89,275.94,256.02,244.45,252.64,200.02,224.99,279.66,253.56,251.63,220.74,220.81,242.37,232.66,226.2,214.84,249.73,270.15,212.35,227,217.93,232.28,250.3,257.44,219.7,226.19,245.87,309.88,247.98,232.07,196.55,216.8,265.54,236.7,235.43,232.94,221.75,210.61,249.45,271.36,220.52,183.53,186.85,197.36,229.85,232.51,237.33,227.8,226.88,196.95,203.94,194.9,206.6,197.34,192.29,195,183.42,173.45,160.73,162.46,177.64,178.93,171.02,166.85,161.49,147,156.25,148.55,140.58,171.69,155.19,157.14,135.63,138.63,127.22,131.81,117.82,112.23,122.15,103.39,108.23,104.17,103.71,97.59,101.32,105.3,101.55,93,105.92,104.85,97.79,84.64,80.43,73.84,81.24,73.36,72.47,78.46,78.58,73.24,69.49,71.45,64.42,60.97,59.49,58.18,57.3,58.46,54.29,49.72,46.86,47.23,38.21,38.15,41.38,38.17,32.05,30.53,27.95,27.59,25.41,25.74,24.36,22.69,21.93,21.33,20.98,21.16,19.18,19.64,19.66,18.93,18.43,18.18,17.2,15.76,15,14.69,14.5,13.44,13.16,13.02,12.54,11.37,11.22,10.02,9.49,9.37,9.01,9.18,8.22,7.8,8.02,7.99,7.26,8,7.23,7.33,7.03,6.91,7.14,7.08,6.18,5.62,5.09,4.59,4.54,4.35,4.2,3.83,3.87,4.36,4.04,3.85,3.6,3.24,3.51,3.14,3.04,3.23,3.08,2.8,2.8,2.8
Switzerland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,344.77,344.77,344.77,344.77,344.77,344.77,344.77,344.77,344.77,344.77,344.77,344.77,344.77,344.77,344.77,344.77,344.77,344.77,344.77,344.77,344.77,344.77,344.77,344.77,344.77,344.77,344.77,344.77,344.77,344.77,344.77,344.77,344.77,344.77,344.77,344.77,344.77,344.77,344.77,344.77,344.77,344.77,344.77,344.77,344.77,344.77,344.77,344.77,344.77,344.77,344.77,344.77,344.77,344.77,344.77,344.77,344.77,344.77,344.77,344.77,344.77,344.77,344.77,344.77,344.77,344.77,344.77,,,,,,,,,,276.06,285.07,279.8,257.08,253.16,262.22,240.4,220.6,218.07,230.96,221.99,216.2,203.9,217.85,208.13,225.4,196.6,204.8,207.94,203.3,178.4,181.2,197.56,180.74,196.98,183.52,168.26,169.02,182.47,169.16,164.27,154.74,141.39,150.57,140.73,154.08,122.71,125.25,118.38,112.48,102.89,103.85,126.75,110.71,120.87,95.34,87.72,77.81,78.75,77.08,73.86,74.24,73.89,69.71,67.4,65.2,66.8,61.07,59.72,62.74,59.67,60.55,55.96,54.46,61.64,54.27,50.79,51.28,53.5,51.32,49.49,47.77,43.87,42.13,38.5,37.2,35.8,34.5,33.1,31.7,30.2,28.9,27.9,27.1,26.5,26,25.4,24.6,23.6,22.5,21.6,20.7,19.9,19.2,18.4,17.6,16.7,15.8,14.8,13.8,12.9,12.1,11.4,10.8,10.4,10,9.7,9.4,9.2,9,8.9,8.8,8.6,8.4,8.2,7.9,7.5,7.1,6.7,6.4,6.1,5.9,5.8,5.7,5.6,5.6,5.5,5.3,5.2,5.1,5,4.8,4.7,4.6,4.5,4.4,4.3,4.2
Syria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.15,429.11,429.05,428.93,428.77,428.53,428.23,427.86,427.42,426.92,426.35,425.71,425.01,424.23,423.4,422.5,421.56,420.59,419.59,418.58,417.58,416.57,415.56,414.56,413.55,412.54,411.53,410.53,409.52,408.51,407.51,406.5,405.49,404.49,403.48,402.47,401.46,400.46,399.45,398.44,397.44,396.43,382.27,368.49,355.06,341.97,329.21,,,,,,,,,,307.9,292,276.8,262.3,248.6,235.3,222.9,211.1,199.9,189.4,179.5,170.2,161.4,153.2,145.4,138,131,124.2,117.6,111.3,105.3,99.5,94.2,89.2,84.4,79.9,75.7,71.7,67.8,64.3,60.9,57.8,54.8,52.1,49.5,47.1,44.8,42.7,40.8,38.9,37.2,35.5,33.9,32.4,30.9,29.5,28.1,26.8,25.6,24.5,23.3,22.3,21.4,20.4,19.6,18.8,18,17.2,16.5,15.8,15.2,15,15.1,14.6
Taiwan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,467.19,467.19,467.19,467.19,467.19,467.19,467.19,467.19,467.19,467.19,467.19,467.19,467.19,467.19,467.19,467.19,467.19,467.19,467.19,467.19,467.19,467.19,467.19,467.19,467.19,467.19,467.19,467.19,467.19,467.19,467.19,467.19,467.19,467.19,467.19,467.19,467.19,467.19,467.19,467.19,467.19,467.19,467.19,467.19,467.19,467.19,467.19,467.19,467.19,467.19,467.19,467.19,467.19,467.19,467.19,467.19,467.19,467.19,467.19,467.19,467.19,467.19,467.19,467.19,467.19,467.19,467.19,467.19,467.19,467.19,467.19,467.19,467.19,467.19,467.19,467.19,467.19,467.19,467.19,467.19,467.19,467.19,467.19,467.19,467.19,467.19,467.19,467.19,467.19,467.19,467.19,467.19,467.19,467.19,467.17,467.14,467.07,466.94,466.76,466.5,466.18,465.77,465.3,464.75,464.13,463.44,462.67,445.43,426,413.52,386.49,385.6,383.47,391.07,407.44,450.77,429.73,410.78,480.74,411.29,457.51,424.52,344.45,358.29,337.21,369.19,336.63,308.04,300.04,293.17,286.42,288.69,286.97,279.31,272.78,270.15,277.19,271.67,259.57,259.84,257.3,246.49,235.92,226.48,216.39,206.53,196.9,187.5,179.09,170.07,161.28,157.13,132.39,119.69,108.02,104.81,103.35,102.99,91.15,90.15,88.01,,,,,,,,,,27.16,25.27,22.05,21.7,19.93,19.71,18.04,16.58,15.7,15.05,15.27,14.27,12.82,11.82,10.8,10.58,9.75,8.52,8.99,8.91,8.95,8.44,8.25,7.77,7.63,9.02,9.27,9,8.94,9.07,8.55,7.98,7.66,6.94,7.39,7.04,6.7,6.61,6.43,5.64,5.38,5.38,5.38,5.38
Tajikistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,381.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,285.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.7,147.5,142.8,138.6,135.2,132.7,131,130.2,129.7,129.5,128.9,127.3,125,121.6,117.5,113.2,109.6,107.8,108.2,110.9,115.5,119.6,121.2,119.7,116.2,111.5,105.9,99.9,93.5,87.1,80.8,74.9,69.8,65.4,61.8,58.9,56.6,54.5,52.7,51,49.3,47.7
Tanzania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.88,414.84,414.78,414.67,414.51,414.28,413.99,413.63,413.21,412.72,412.17,411.55,410.87,410.13,409.32,408.45,407.54,406.6,405.64,404.66,403.69,402.72,401.74,400.77,399.8,398.82,397.85,396.88,395.9,394.93,393.95,392.98,392.01,391.03,390.06,389.09,388.11,387.14,386.17,385.19,384.22,383.25,382.27,381.3,380.32,379.35,378.38,377.4,,,,,,,,,,262.5,260.4,258.1,256.1,254.1,251.8,249.8,247.8,245.7,243.8,241.5,239.3,236.8,234.1,231.4,228.2,224.9,221.4,217.7,214.2,210.7,207.1,203.2,199.3,195.1,190.8,186.4,182.4,179.4,177.6,176.8,176.8,177.3,177.3,176.7,175.5,173.4,171.1,168.9,167,165.5,164.3,163.2,161.7,159.5,156.3,152.1,146.5,139.6,131.5,122.7,113.8,105.4,97.5,90.1,83.4,77.1,71.2,66.2,61.4,57.2,53.9,51.8
Thailand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.45,438.41,438.34,438.23,438.06,437.82,437.51,437.13,436.69,436.17,435.59,434.94,434.22,433.43,432.57,431.66,430.7,429.7,428.68,427.65,426.63,425.6,424.57,423.54,422.51,421.48,420.45,419.42,418.39,417.37,416.34,415.31,414.28,413.25,412.22,411.19,410.16,391.95,374.35,357.33,339.72,323.79,308.3,293.3,292.55,291.8,301.1,,,,,,,,,,210.5,203,195.7,188.8,182.3,176.1,170,164.1,158.5,153,147.6,142.5,137.4,132.5,127.7,123,118.3,113.6,108.9,104.2,99.4,94.7,90.1,85.6,81.4,77.4,73.6,70.2,66.9,63.8,60.9,58.1,55.5,53,50.6,48.2,45.9,43.6,41.4,39.2,37.1,35.1,33.2,31.5,29.9,28.4,27.1,25.9,24.7,23.6,22.5,21.5,20.5,19.5,18.6,17.8,17,16.3,15.6,15,14.5,14,13.5,13.1
Timor-Leste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,445.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,459.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,431.06,,,,,,,,,,,,,,,,,,,,407.67,402.94,395.85,388.34,380.46,372.19,363.59,354.66,345.43,336.36,327.45,318.67,310.04,301.51,293.08,283.81,274.65,264.75,255.38,246.51,239.79,236.66,238.59,244.84,,,,,,,,,,232.3,222.4,213.2,204.3,195.9,187.8,179.8,172.1,164.6,157.5,150.5,143.8,137.2,130.7,124.5,118.4,112.4,106.6,101,95.5,90.1,85,80.2,75.5,71.4,67.7,64.4,61.6,59,56.8,54.6
Togo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,426.55,426.55,426.55,426.55,426.55,426.55,426.55,426.55,426.55,426.55,426.55,426.55,426.55,426.55,426.55,426.55,426.55,426.55,426.55,426.55,426.55,426.55,426.55,426.55,426.55,426.55,426.55,426.55,426.55,426.55,426.55,426.55,426.55,426.55,426.55,426.55,426.55,426.55,426.55,426.55,426.55,426.55,426.55,426.55,426.55,426.55,426.55,426.55,426.55,426.55,426.55,426.55,426.55,426.55,426.55,426.55,426.55,426.55,426.55,426.55,426.55,426.55,426.55,426.55,426.55,426.55,426.55,426.55,426.55,426.55,426.55,426.55,426.55,426.55,426.55,426.55,426.55,426.55,426.55,426.55,426.55,426.55,426.55,426.55,426.55,426.55,426.55,426.55,426.55,426.55,426.55,426.55,426.55,426.55,426.54,426.51,426.44,426.33,426.16,425.93,425.63,425.26,424.83,424.33,423.76,423.13,422.43,421.66,420.83,419.94,419,418.03,417.04,416.04,415.04,414.04,413.04,412.04,411.04,410.04,409.04,408.04,407.03,406.03,405.03,404.03,403.03,402.03,401.03,400.03,399.03,398.03,397.03,396.02,395.02,394.02,393.02,392.02,391.02,390.02,389.02,,,,,,,,,,324.2,318.9,313.9,308.8,303.9,298.9,294,289.1,284.3,279.5,274.7,270,265.3,260.4,255.7,250.8,245.9,241,236.1,231,225.8,220.7,215.6,210.5,205.4,200.3,195.4,190.6,186,181.5,177.2,173.1,169.2,165.4,162,158.7,155.7,153,150.6,148.4,146.4,144.5,142.6,140.7,138.7,136.4,133.8,130.9,128,124.9,121.8,118.6,115.7,112.6,109.8,107,104.2,101.4,98.5,95.6,92.9,90.2,87.5,84.7
Tokelau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tonga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,445.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137.28,135.52,132.39,129.8,,,,,,,,,,81.6,76.4,71.5,66.7,62.3,58.1,54.2,50.6,47.5,44.6,42.1,39.9,37.9,36,34.3,32.8,31.4,30.1,29.1,28.2,27.4,26.8,26.2,25.6,25,24.3,23.6,22.8,22,21.2,20.6,20.1,19.6,19.3,19,18.6,18.3,17.9,17.5,17,16.5,16,15.6,15.1,14.7,14.3,13.8,13.3,12.9,12.5,12.1
Transnistria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
