"","wages","education","age","sex","language"
"6132",15.89,14,42,"Male","English"
"6133",15.8,6,30,"Male","French"
"6134",4.8,NA,33,"Male","French"
"6135",17.76,18.1,28,"Female","Other"
"6136",11,15,31,"Male","English"
"6137",15.41,NA,27,"Female","English"
"6138",NA,8,80,"Female","English"
"6139",NA,14.3,32,"Female","English"
"6140",16.4,13.5,59,"Female","English"
"6141",NA,4,85,"Female","Other"
"6142",23.04,12.5,24,"Female","English"
"6143",NA,10.8,18,"Male","English"
"6144",NA,15,37,"Male","English"
"6145",NA,10,35,"Male","English"
"6146",6.71,12,29,"Female","English"
"6147",NA,11,82,"Male","English"
"6148",18.25,15.5,37,"Male","English"
"6149",NA,14,33,"Male","English"
"6150",14.96,12,46,"Male","Other"
"6151",10.5,9,62,"Male","English"
"6152",NA,10,82,"Female","English"
"6153",NA,11,80,"Female","English"
"6154",NA,14,60,"Female","Other"
"6155",NA,12,54,"Female","English"
"6156",NA,NA,82,"Female","English"
"6157",13.48,17.5,38,"Female","English"
"6158",NA,10,64,"Male","English"
"6159",28.32,14.1,44,"Male","Other"
"6160",NA,13,23,"Male","English"
"6161",8.04,16,22,"Female","English"
"6162",6.87,13,19,"Female","English"
"6163",NA,16,69,"Female","English"
"6164",NA,10,57,"Female","English"
"6165",6.76,12.1,20,"Male","English"
"6166",38.4,17,49,"Male","English"
"6167",22,11,27,"Male","French"
"6168",18.42,19,27,"Female","English"
"6169",NA,12,50,"Female","English"
"6170",6.8,12,38,"Female","Other"
"6171",23,12,36,"Male","French"
"6172",8,10.5,47,"Female","French"
"6173",NA,11,69,"Female","English"
"6174",NA,8.5,70,"Female","English"
"6175",19,13,28,"Male","French"
"6176",NA,14,74,"Female","Other"
"6177",NA,NA,50,"Female","Other"
"6178",13.57,11,43,"Male","English"
"6179",NA,12,85,"Female","French"
"6180",18.41,13.3,47,"Female","English"
"6181",15,14,28,"Female","English"
"6182",NA,12,19,"Female","Other"
"6183",24,10,46,"Male","English"
"6184",NA,12,26,"Female","English"
"6185",12.5,11.5,42,"Male","English"
"6186",19,14.2,53,"Male","English"
"6187",NA,16,38,"Male","English"
"6188",NA,12,40,"Male","English"
"6189",NA,11,49,"Female","English"
"6190",10.5,12.5,19,"Female","English"
"6191",21.6,15,36,"Male","English"
"6192",NA,12,69,"Male","English"
"6193",11.04,13,44,"Female","Other"
"6194",10.4,12,31,"Male","English"
"6195",17.77,15,31,"Female","English"
"6196",NA,11.8,21,"Male","English"
"6197",28,14,44,"Male","English"
"6198",6.85,10,16,"Female","English"
"6199",6.65,14,20,"Female","English"
"6200",NA,11,21,"Male","English"
"6201",25.95,16,51,"Female","English"
"6202",NA,11,27,"Male","English"
"6203",NA,10,16,"Male","English"
"6204",NA,8,74,"Male","French"
"6205",NA,5,70,"Male","English"
"6206",21.12,14,46,"Male","English"
"6207",14.72,12.5,25,"Male","English"
"6208",NA,14,21,"Female","English"
"6209",NA,15,67,"Female","English"
"6210",NA,15,72,"Female","English"
"6211",7.62,12.5,38,"Male","English"
"6212",14.34,14,32,"Female","French"
"6213",NA,8,27,"Male","Other"
"6214",12.5,8,31,"Female","English"
"6215",10,14,19,"Male","French"
"6216",8.5,6.4,65,"Female","Other"
"6217",NA,13,62,"Male","Other"
"6218",24.84,9,32,"Male","English"
"6219",26.33,16,31,"Female","English"
"6220",15.36,12,30,"Male","English"
"6221",NA,15,34,"Male","English"
"6222",16.32,13,54,"Female","English"
"6223",23.81,NA,45,"Female","English"
"6224",11.5,16.7,29,"Male","English"
"6225",14.8,11.5,33,"Female","English"
"6226",NA,NA,65,"Male","Other"
"6227",NA,12,43,"Female","English"
"6228",26.88,10,36,"Male","English"
"6229",13.25,11,46,"Male","English"
"6230",16.4,15,30,"Male","English"
"6231",NA,11,51,"Male","English"
"6232",6.75,12.2,21,"Male","English"
"6233",NA,8.5,51,"Female","English"
"6234",19.64,17.3,43,"Male","English"
"6235",7.75,17.3,35,"Female","English"
"6236",6.34,3,16,"Female","English"
"6237",15.77,12.5,32,"Male","English"
"6238",NA,9,55,"Male","Other"
"6239",NA,3,80,"Male","French"
"6240",15.71,15,49,"Female","English"
"6241",NA,7,74,"Female","English"
"6242",NA,17,24,"Female","English"
"6243",NA,12,38,"Male","English"
"6244",NA,8,82,"Female","English"
"6245",19,10,48,"Male","English"
"6246",NA,10,59,"Male","English"
"6247",NA,16,30,"Female","English"
"6248",11.07,15.3,24,"Female","English"
"6249",18.33,13,32,"Male","English"
"6250",NA,8,77,"Male","Other"
"6251",6.25,17,45,"Female","English"
"6252",6.5,9,16,"Male","English"
"6253",14.4,10,59,"Male","English"
"6254",NA,10,73,"Female","English"
"6255",19.5,16,45,"Female","English"
"6256",NA,12,42,"Female","English"
"6257",NA,19,46,"Female","English"
"6258",45.22,12.5,67,"Female","English"
"6259",17.84,14.2,33,"Male","English"
"6260",17.76,12,44,"Male","English"
"6261",15,17,26,"Male","English"
"6262",7.1,12,40,"Female","English"
"6263",NA,11,42,"Male","English"
"6264",NA,14,72,"Female","English"
"6265",NA,11,70,"Female","English"
"6266",21,14,54,"Male","Other"
"6267",25.6,17,34,"Female","English"
"6268",8,10,32,"Male","English"
"6269",9,8,66,"Male","Other"
"6270",NA,7,32,"Female","English"
"6271",NA,9,64,"Male","English"
"6272",NA,6,73,"Male","Other"
"6273",20,13,48,"Male","English"
"6274",39.21,12,37,"Male","English"
"6275",8,14,40,"Female","English"
"6276",22.02,14,31,"Male","English"
"6277",NA,13,47,"Male","English"
"6278",NA,14.5,23,"Female","English"
"6279",NA,14,66,"Female","English"
"6280",16.25,14,34,"Male","English"
"6281",NA,13.5,45,"Male","Other"
"6282",6.74,12.1,18,"Female","English"
"6283",13.9,17,28,"Male","English"
"6284",19.65,12.5,33,"Female","English"
"6285",12.8,14,58,"Female","English"
"6286",26.24,12,34,"Male","English"
"6287",28.79,14,35,"Female","English"
"6288",15.53,12.5,38,"Female","English"
"6289",NA,6,62,"Female","English"
"6290",13.64,12.1,41,"Male","Other"
"6291",6.5,12,17,"Male","English"
"6292",NA,6,58,"Male","English"
"6293",26,11,61,"Male","Other"
"6294",13.18,18.5,27,"Male","English"
"6295",NA,16,55,"Female","English"
"6296",16,14,51,"Female","English"
"6297",33.36,13,45,"Male","English"
"6298",10.93,13,35,"Female","English"
"6299",26.37,9,58,"Male","English"
"6300",NA,12,32,"Male","English"
"6301",11.43,10,26,"Female","English"
"6302",NA,17,31,"Female","English"
"6303",18.92,10,57,"Male","English"
"6304",NA,12,64,"Female","English"
"6305",NA,0,78,"Female","English"
"6306",7.66,15.3,24,"Female","English"
"6307",NA,12.5,32,"Female","English"
"6308",17,NA,26,"Female","English"
"6309",NA,NA,16,"Male",NA
"6310",NA,9,66,"Female","English"
"6311",23.05,10,51,"Male","French"
"6312",7.5,12.1,32,"Female","English"
"6313",NA,8,57,"Female","English"
"6314",13,15,26,"Female","English"
"6315",NA,13.2,63,"Female","English"
"6316",27,20,40,"Female","Other"
"6317",29.87,20,60,"Male","Other"
"6318",10.71,15,35,"Female","English"
"6319",6.7,16,59,"Female","French"
"6320",NA,8,68,"Female","English"
"6321",6.85,15.5,20,"Female","English"
"6322",NA,12,56,"Female","English"
"6323",25.79,11,31,"Male","English"
"6324",5.87,11,34,"Male","Other"
"6325",6.9,15.5,21,"Male","English"
"6326",NA,8,90,"Male","Other"
"6327",5,10,16,"Male","English"
"6328",NA,12,60,"Female","English"
"6329",7.23,11,35,"Female","English"
"6330",NA,8,73,"Male","English"
"6331",21.95,18,26,"Male","English"
"6332",16.57,12.5,36,"Male","English"
"6333",13,20,26,"Female","English"
"6334",NA,10.5,62,"Male","English"
"6335",16.15,17.3,34,"Female","English"
"6336",6.7,10,22,"Female","English"
"6337",NA,9,66,"Male","English"
"6338",NA,7,56,"Female","Other"
"6339",NA,17.5,67,"Male","English"
"6340",NA,14,30,"Male","English"
"6341",NA,12,66,"Male","English"
"6342",NA,11.5,45,"Female","English"
"6343",NA,8,59,"Male","English"
"6344",16,9,38,"Male","English"
"6345",15,13,54,"Male","Other"
"6346",14.03,14.8,32,"Female","French"
"6347",6.75,12,18,"Female","English"
"6348",24.96,NA,33,"Male","English"
"6349",NA,10,54,"Male","Other"
"6350",NA,12,43,"Male","French"
"6351",NA,10.5,54,"Male","English"
"6352",26.76,13,38,"Male","French"
"6353",8.9,12,20,"Female","English"
"6354",NA,17,39,"Male","Other"
"6355",26.88,12.5,34,"Male","English"
"6356",5.7,15.6,20,"Female","English"
"6357",NA,10,66,"Male","English"
"6358",NA,10,84,"Female","English"
"6359",NA,12,51,"Male","English"
"6360",46.42,18,59,"Male","Other"
"6361",7.58,12,47,"Female","English"
"6362",NA,12,86,"Female","English"
"6363",13.99,12.5,37,"Female","English"
"6364",6.35,NA,16,"Male",NA
"6365",14.85,12.5,48,"Female","English"
"6366",NA,8,70,"Female","French"
"6367",NA,7,80,"Male","Other"
"6368",NA,12,17,"Female","English"
"6369",NA,5,85,"Female","Other"
"6370",NA,10,73,"Male","English"
"6371",7,14.3,23,"Male","English"
"6372",3.84,13,37,"Female","English"
"6373",NA,12,54,"Female","English"
"6374",17.16,13.6,42,"Female","English"
"6375",NA,14,63,"Male","English"
"6376",NA,12,40,"Female","English"
"6377",20.5,17,56,"Female","English"
"6378",6.75,12,17,"Male","English"
"6379",NA,10,72,"Male","Other"
"6380",9.2,13.8,26,"Female","English"
"6381",17.25,7,44,"Male","English"
"6382",NA,10,63,"Male","English"
"6383",NA,11,46,"Female","English"
"6384",6.96,12.5,21,"Female","English"
"6385",NA,10,71,"Male","English"
"6386",NA,12,30,"Male","English"
"6387",23.32,17.4,39,"Male","English"
"6388",11.52,4.8,23,"Female","English"
"6389",24.69,12,35,"Female","English"
"6390",NA,NA,35,"Male",NA
"6391",NA,14,72,"Male","Other"
"6392",6.7,13,19,"Male","English"
"6393",18.5,15,24,"Female","English"
"6394",9.61,15.5,22,"Male","English"
"6395",NA,11,16,"Male","English"
"6396",16.32,9,56,"Male","Other"
"6397",13.92,12,54,"Female","English"
"6398",7,20,41,"Male","Other"
"6399",NA,11,62,"Female","Other"
"6400",6.8,13.8,21,"Female","English"
"6401",16.69,12,32,"Male","English"
"6402",14,NA,22,"Female","English"
"6403",NA,12.9,48,"Male","English"
"6404",9.25,10,47,"Female","Other"
"6405",39.84,19,55,"Male","Other"
"6406",42.45,13.6,20,"Female","English"
"6407",29.76,12,37,"Male","English"
"6408",16.9,14,42,"Female","English"
"6409",NA,18,52,"Female","English"
"6410",NA,12,75,"Female","English"
"6411",8,13,39,"Female","English"
"6412",NA,18,72,"Male","English"
"6413",NA,20,72,"Female","English"
"6414",8.32,19,50,"Female","English"
"6415",13.42,15,37,"Male","English"
"6416",12,NA,32,"Male","English"
"6417",NA,12,19,"Male","Other"
"6418",9.22,12,20,"Female","English"
"6419",NA,11.5,40,"Male","English"
"6420",12.8,12,34,"Female","English"
"6421",NA,13,55,"Female","Other"
"6422",7.75,12,37,"Female","French"
"6423",25.92,13,33,"Male","English"
"6424",20.76,16.5,37,"Male","English"
"6425",12.09,19.1,30,"Female","English"
"6426",NA,10,33,"Male","English"
"6427",10.6,12,69,"Male","English"
"6428",18.24,10,34,"Female","English"
"6429",NA,14,52,"Female","English"
"6430",NA,8,69,"Male","English"
"6431",NA,13.5,20,"Male","Other"
"6432",NA,10,67,"Female","English"
"6433",11.26,12.5,40,"Female","English"
"6434",11.89,17.2,27,"Female","Other"
"6435",7.5,12,20,"Male","English"
"6436",NA,10.5,66,"Female","French"
"6437",7.24,11,21,"Female","English"
"6438",9.83,17.8,24,"Female","English"
"6439",12.69,10,34,"Female","Other"
"6440",NA,8,64,"Female","French"
"6441",NA,8,64,"Female","Other"
"6442",NA,15.1,28,"Female","English"
"6443",NA,11,51,"Male","English"
"6444",11.64,20,54,"Male","English"
"6445",NA,8,71,"Male","English"
"6446",NA,13.5,31,"Male","English"
"6447",NA,14,37,"Female","English"
"6448",NA,10,17,"Female","French"
"6449",16.28,14.5,29,"Female","English"
"6450",NA,12,51,"Male","English"
"6451",NA,12,40,"Male","English"
"6452",NA,8,71,"Female","English"
"6453",7,11,17,"Male","English"
"6454",NA,10,16,"Male","English"
"6455",NA,6,72,"Male","Other"
"6456",8.5,10,41,"Female","English"
"6457",NA,4,82,"Female","English"
"6458",NA,10,16,"Female","French"
"6459",NA,14,20,"Male","Other"
"6460",12.45,14,34,"Female","English"
"6461",NA,12,77,"Female","French"
"6462",16.54,19,25,"Male","English"
"6463",13.73,12.5,23,"Male","English"
"6464",NA,11.5,53,"Male","Other"
"6465",NA,18.5,60,"Male",NA
"6466",7.54,12,59,"Female","English"
"6467",11,13,37,"Female","English"
"6468",15.16,15,32,"Female","English"
"6469",13.13,13,32,"Female","English"
"6470",NA,12.5,28,"Female","English"
"6471",20.3,18,26,"Male","Other"
"6472",NA,14,65,"Female","English"
"6473",NA,11,83,"Female","Other"
"6474",10.7,11,45,"Female","English"
"6475",NA,13.5,32,"Female","English"
"6476",19.47,11,49,"Male","English"
"6477",NA,8,62,"Female","English"
"6478",35.66,19,44,"Male","English"
"6479",14.13,8,54,"Male","English"
"6480",16.3,NA,43,"Female","English"
"6481",19.05,12.6,48,"Female","English"
"6482",23.97,13,57,"Male","English"
"6483",NA,10.5,26,"Male","French"
"6484",NA,16,74,"Male","English"
"6485",26.78,15,42,"Male","English"
"6486",24,14,33,"Male","English"
"6487",7.5,13.5,59,"Female","Other"
"6488",14.28,13,46,"Female","English"
"6489",NA,8,58,"Male","English"
"6490",16.5,13,51,"Male","French"
"6491",10,13,40,"Male","English"
"6492",NA,14,21,"Male","Other"
"6493",NA,17.3,44,"Female","English"
"6494",7,12,18,"Female","English"
"6495",NA,11,52,"Male","English"
"6496",22.07,19.5,31,"Female","English"
"6497",28,10.5,48,"Male","English"
"6498",NA,13,72,"Female","English"
"6499",NA,11.5,38,"Male","English"
"6500",6.5,12.5,22,"Female","English"
"6501",27.5,12,36,"Female","Other"
"6502",18.76,18,31,"Female","English"
"6503",NA,12,30,"Male","English"
"6504",NA,10,41,"Male","French"
"6505",7.83,13.5,20,"Male","English"
"6506",NA,13,81,"Female","English"
"6507",10.03,12.5,41,"Female","Other"
"6508",NA,13,28,"Male","Other"
"6509",23.97,14,45,"Female","English"
"6510",NA,14.6,44,"Male","French"
"6511",NA,7,62,"Male","English"
"6512",22.08,20,38,"Male","English"
"6513",24,17.4,32,"Female","English"
"6514",14.21,14,40,"Female","English"
"6515",7.45,12,21,"Male","English"
"6516",14.4,NA,47,"Male","Other"
"6517",34.91,17,36,"Male","English"
"6518",NA,12,66,"Male","Other"
"6519",48,18,30,"Male","English"
"6520",NA,13,78,"Female","English"
"6521",NA,13.1,40,"Female","English"
"6522",NA,13,19,"Male","English"
"6523",NA,10.5,80,"Female","English"
"6524",NA,12,36,"Female","Other"
"6525",NA,9,77,"Male","English"
"6526",NA,12,26,"Male","English"
"6527",NA,13,25,"Female","English"
"6528",6.7,16,21,"Female","English"
"6529",NA,NA,33,"Male","French"
"6530",NA,8.5,89,"Female","English"
"6531",NA,12,20,"Male","English"
"6532",NA,16,58,"Male","English"
"6533",23.84,13,53,"Male","English"
"6534",NA,13,77,"Male","English"
"6535",19.2,12.5,34,"Male","English"
"6536",NA,10,59,"Female","English"
"6537",14.4,8,39,"Male","Other"
"6538",6.97,12.3,30,"Male","English"
"6539",7.75,9,51,"Female","English"
"6540",NA,13,44,"Female","English"
"6541",35.12,12,51,"Male","English"
"6542",6.78,12,18,"Female","English"
"6543",NA,20,53,"Male","English"
"6544",20.19,16.5,25,"Female","English"
"6545",19.2,NA,62,"Male","English"
"6546",20.3,17,34,"Female","English"
"6547",NA,12,45,"Female","English"
"6548",6.72,10.4,22,"Male",NA
"6549",NA,11,40,"Female","English"
"6550",11.17,NA,24,"Female","English"
"6551",NA,9,16,"Male","English"
"6552",13.57,NA,17,"Male",NA
"6553",NA,9,67,"Female","English"
"6554",NA,8,19,"Female","English"
"6555",6.7,13.5,23,"Female","English"
"6556",NA,10,40,"Female","English"
"6557",NA,13,86,"Female","English"
"6558",23.45,17.3,27,"Male","French"
"6559",34.56,18,44,"Male","English"
"6560",23.56,13,35,"Female","English"
"6561",NA,8,69,"Female","English"
"6562",NA,20,39,"Male","English"
"6563",18.46,16,63,"Male","English"
"6564",NA,10,23,"Female","English"
"6565",14.03,14,53,"Male","English"
"6566",NA,9,31,"Female","English"
"6567",NA,8,81,"Female","English"
"6568",27.97,17,51,"Female","Other"
"6569",23.2,20,35,"Female","English"
"6570",16.8,16,36,"Female","English"
"6571",6.7,12,18,"Female","English"
"6572",6.25,12,18,"Female","English"
"6573",24,NA,51,"Male","English"
"6574",NA,8,68,"Male","Other"
"6575",6.75,15,21,"Female","Other"
"6576",NA,12,32,"Male",NA
"6577",6.75,12,18,"Male","English"
"6578",NA,12,76,"Male","Other"
"6579",NA,8,65,"Female","English"
"6580",NA,10,16,"Male","English"
"6581",8.33,11,16,"Female","English"
"6582",14.33,NA,32,"Female","English"
"6583",NA,20,28,"Male","English"
"6584",18.32,17.4,44,"Female","English"
"6585",8.7,12.3,24,"Male","English"
"6586",20,12,48,"Male","Other"
"6587",NA,13.5,42,"Female","English"
"6588",NA,9,68,"Male","Other"
"6589",14.5,13,37,"Male","English"
"6590",NA,12,75,"Male","Other"
"6591",12.07,12,29,"Female","Other"
"6592",19.1,16,30,"Male","Other"
"6593",NA,12,18,"Male","English"
"6594",NA,17,38,"Female","Other"
"6595",10.83,12.5,29,"Female","English"
"6596",10,17,34,"Female","English"
"6597",NA,12,58,"Female","English"
"6598",14.41,12.9,45,"Female","Other"
"6599",10,12,21,"Male","Other"
"6600",NA,8,72,"Female","English"
"6601",8.87,NA,48,"Male","English"
"6602",NA,12,61,"Male","Other"
"6603",21.5,7,53,"Male","French"
"6604",NA,13,63,"Male","English"
"6605",28.8,10,43,"Male","English"
"6606",13.99,18.4,31,"Male","English"
"6607",29.27,11.5,38,"Female","English"
"6608",NA,10,76,"Female","English"
"6609",26.88,20,56,"Male","English"
"6610",NA,8,64,"Male","Other"
"6611",14,14.9,29,"Female","English"
"6612",NA,16.5,23,"Female","English"
"6613",NA,12,56,"Male","English"
"6614",NA,8,50,"Female","English"
"6615",NA,14.5,48,"Female","Other"
"6616",NA,12,90,"Female","Other"
"6617",NA,20,68,"Male","Other"
"6618",NA,12,73,"Male","English"
"6619",6.35,13,19,"Female","French"
"6620",17.92,17.5,32,"Female","English"
"6621",14.64,9.5,48,"Female","English"
"6622",12.27,11,26,"Female","English"
"6623",7.75,12,22,"Female","English"
"6624",11.6,12,40,"Male","English"
"6625",11.18,14.2,52,"Female","English"
"6626",NA,12,76,"Male","English"
"6627",12.88,12,48,"Female","English"
"6628",NA,10,16,"Male","English"
"6629",NA,8,71,"Male","English"
"6630",NA,9,16,"Male","English"
"6631",13.95,14.3,24,"Female","French"
"6632",NA,9,24,"Female","Other"
"6633",21.28,12.5,32,"Male","English"
"6634",7.03,10,43,"Female","English"
"6635",18.32,13.9,41,"Female","English"
"6636",NA,13,19,"Female","English"
"6637",19.8,17,41,"Male","English"
"6638",NA,12,37,"Female","English"
"6639",10.53,19,25,"Female","English"
"6640",7.99,16,24,"Female","English"
"6641",14,15,51,"Female","English"
"6642",NA,15,73,"Female","English"
"6643",NA,12.5,30,"Female","English"
"6644",8.01,14,20,"Female","French"
"6645",16.16,10,39,"Male","English"
"6646",14,12.1,38,"Male","English"
"6647",12.17,13,25,"Male","Other"
"6648",NA,12,37,"Female","English"
"6649",21.13,15,39,"Female","Other"
"6650",22.08,12.5,52,"Male","Other"
"6651",8.26,13.5,25,"Female","English"
"6652",10.55,12,33,"Female","English"
"6653",15,10,44,"Male","Other"
"6654",6.35,NA,17,"Male","English"
"6655",8.3,15,24,"Male","English"
"6656",10.11,12.5,37,"Female","English"
"6657",24.48,18,34,"Male","English"
"6658",NA,1,66,"Female","Other"
"6659",NA,9,66,"Female","English"
"6660",NA,15,70,"Female","English"
"6661",7.62,13.5,21,"Female","English"
"6662",26.4,17.9,48,"Female","English"
"6663",NA,10,67,"Male","English"
"6664",7.51,15.3,30,"Female","French"
"6665",17.76,14,35,"Female","Other"
"6666",NA,11.5,31,"Female","English"
"6667",29.57,18,48,"Male","English"
"6668",22.11,17,31,"Female","French"
"6669",17.94,10,37,"Male","English"
"6670",NA,15,74,"Male","English"
"6671",7.25,15,50,"Male","Other"
"6672",NA,10,16,"Female","English"
"6673",7.55,10,48,"Female","English"
"6674",NA,18,27,"Male","English"
"6675",NA,NA,41,"Female",NA
"6676",29.28,18,50,"Female","English"
"6677",NA,19,43,"Female","English"
"6678",13.52,12,31,"Male","English"
"6679",26.97,11,35,"Male","English"
"6680",13.92,16,23,"Male","English"
"6681",27.43,14.5,59,"Female","English"
