Event_id,cause_of_death,dataset,date,quarter,Date-month,Year,dead,dead_and_missing,description,latitude,location,longitude,latlong,missing,name,route,source,source_url
35951,,United,2002-05-05T00:00:00Z,2Q2002,2002 -- 5,2002,0,1,"Kurd, shot death during fight between illegal immigrants in refugee camp in Calais (F) (May 5, 2002)",50.95129,calais,1.858686,"50.95129, 1.858686",0,"Event at Calais on May 05, 2002",,VK/SP,
35952,Drowned,United,2002-04-23T00:00:00Z,2Q2002,2002 -- 4,2002,0,11,"drowned, after boat smashed into reefs near the Canary Island of Lanzarote (E) (Apr 23, 2002). From Del Grande's data set (translated): Boat collides against the rocks in Lanzarote, 11 dead (Apr 23, 2002)",29.046854,lanzarote,-13.589973,"29.046854, -13.589973",0,"Event at Lanzarote on Apr 23, 2002",Western African route,AFP/ARI/VK/StGallerTagblatt/BBC,http://www.elpais.com/articulo/espana/LANZAROTE/Once/inmigrantes/mueren/ahogados/Lanzarote/naufragar/arrecifes/elpepiesp/20020425elpepinac_4/Tes
35954,,United,2002-04-16T00:00:00Z,2Q2002,2002 -- 4,2002,0,25,"missing, ship carrying migrants turned over and sank north of Naxos (GR) (Apr 16, 2002)",37.102103,naxos,25.376114,"37.102103, 25.376114",0,"Event at Naxos on Apr 16, 2002",Eastern Mediteranean route Sea,AFP/IRR,
35953,Drowned,United,2002-04-16T00:00:00Z,2Q2002,2002 -- 4,2002,0,3,"drowned, ship carrying migrants turned over and sank north of Naxos (GR) (Apr 16, 2002). From Del Grande's data set (translated): 2 dead, 7 missing in a shipwreck off the island of Naxos in the Aegean Sea. The Greek Coast Guard, since 1992, has counted 13 wrecks, 30 dead and 78 missing (Apr 17, 2002)",37.102103,naxos,25.376114,"37.102103, 25.376114",0,"Event at Naxos on Apr 16, 2002",Eastern Mediteranean route Sea,AFP/IRR,http://query.nytimes.com/gst/fullpage.html?res=9C07E4D9153FF93AA25757C0A9649C8B63&n=Top%2fReference%2fTimes%20Topics%2fSubjects%2fI%2fImmigration%20and%20Refugees
35956,,United,2002-04-14T00:00:00Z,2Q2002,2002 -- 4,2002,0,1,"Kurd, shot dead during fight between illegal immigrants in refugee camp in Calais (F) (Apr 14, 2002). From Del Grande's data set (translated): A man is killed by a gunshot during a clash between migrant camp in Calais, waiting to embark secretly for Dover (Apr 15, 2002)",51.127876,dover,1.313403,"51.127876, 1.313403",0,"Event at Dover on Apr 14, 2002",,SP,http://news.bbc.co.uk/2/hi/europe/2028209.stm
35955,,Del grande,2002-04-14T00:00:00Z,2Q2002,2002 -- 4,2002,0,1,"London Heathrow Airport. Man found frozen to death in the undercarriage of a plane traveling where hidden (Apr 15, 2002)",51.47238,heathrow,-0.45094,"51.47238, -0.45094",0,"Event at Heathrow on Apr 14, 2002",,Telegraph,http://www.telegraph.co.uk/news/main.jhtml?xml=/news/2002/04/15/ustow.xml
35957,,Del grande,2002-04-13T00:00:00Z,2Q2002,2002 -- 4,2002,0,3,"Abandoned in a parking lot in Catalca, near Istanbul, the bodies of three men suffocated hidden in the truck where they traveled to Greece (Apr 14, 2002)",41.00527,istanbul,28.97696,"41.00527, 28.97696",0,"Event at Istanbul on Apr 13, 2002",,Hrft,http://www.tihv.org.tr/EN/
35958,Frozen,United,2002-04-13T00:00:00Z,2Q2002,2002 -- 4,2002,0,1,"stowaway, frozen to death in undercarriage of airplane from Uganda to London (GB) (Apr 13, 2002)",51.511214,london,-0.119824,"51.511214, -0.119824",0,"Event at London on Apr 13, 2002",,allAfrica/IRR,
35959,,United,2002-04-08T00:00:00Z,2Q2002,2002 -- 4,2002,0,2,"stabbed to death in the street where he lived in Hendon area, Sunderland (GB) (Apr 8, 2002)",54.906869,"Sunderland, UK",-1.383801,"54.906869, -1.383801",0,"Event at Sunderland, Uk on Apr 08, 2002",,Socialist Worker/IRR,
35960,Frozen,United,2002-04-01T00:00:00Z,2Q2002,2002 -- 4,2002,0,1,"frozen, trying to cross the snow covered border between Bulgaria-Northern Greece (Apr 1, 2002)",42.733883,bulgaria,25.48583,"42.733883, 25.48583",0,"Event at Bulgaria on Apr 01, 2002",Eastern Mediteranean route Land,MNS,
35961,Suicide - Hanged,United,2002-03-31T00:00:00Z,1Q2002,2002 -- 3,2002,0,1,"suicide, hung himself in the shower of refugee centre in Schneckenstein (D) (Mar 31, 2002)",50.413333,schneckenstein,12.451111,"50.413333, 12.451111",0,"Event at Schneckenstein on Mar 31, 2002",,ARI,
35962,Minefield,United,2002-03-26T00:00:00Z,1Q2002,2002 -- 3,2002,0,1,"died in minefield near river Evros (GR) trying to cross the Turkish-Greek border (Mar 26, 2002). From Del Grande's data set (translated): Minefield in Evros, greek-turkish border. An explosion 2 dead and 1 seriously injured. They tried to enter illegally in Greece (Mar 21, 2002)",41.244376,evros,26.135943,"41.244376, 26.135943",0,"Event at Evros on Mar 26, 2002",Eastern Mediteranean route Land,AFP/MNS/AP,http://www.ekathimerini.com/4dcgi/news/content.asp?aid=14612
35963,,Del grande,2002-03-25T00:00:00Z,1Q2002,2002 -- 3,2002,0,5,"Rescued off the coast of Libya by the Italian tanker Sesia Valley, a group of migrant claims that 5 men died of starvation during the journey and their bodies were thrown into the sea (Mar 26, 2002)",26.3351,libya,17.228331,"26.3351, 17.228331",0,"Event at Libya on Mar 25, 2002",,Ansa,http://dea.ansa.it/
35964,Minefield,United,2002-03-19T00:00:00Z,1Q2002,2002 -- 3,2002,0,2,"died in minefield near river Evros (GR) trying to cross the Turkish-Greek border (Mar 19, 2002). From Del Grande's data set (translated): Minefield in Evros, greek-turkish border. An explosion 2 dead and 1 seriously injured. They tried to enter illegally in Greece (Mar 21, 2002)",41.244376,evros,26.135943,"41.244376, 26.135943",0,"Event at Evros on Mar 19, 2002",Eastern Mediteranean route Land,MNS/Vivre/HRFT/AP,http://www.ekathimerini.com/4dcgi/news/content.asp?aid=14612
35965,,United,2002-03-14T00:00:00Z,1Q2002,2002 -- 3,2002,0,1,"stowaway, his body got caught in the axle of a lorry from Morocco to Melilla (E/MA) (Mar 14, 2002). From Del Grande's data set (translated): Found along a road in Melilla the corpse of a boy died when he fell from the truck in which he was traveling hidden from Morocco (Mar 16, 2002)",35.292278,melilla,-2.938097,"35.292278, -2.938097",0,"Event at Melilla on Mar 14, 2002",Western Mediteranean route,MNS,http://www.elpais.com/articulo/espana/Hallado/muerto/Melilla/joven/paso/frontera/camion/elpepiesp/20020316elpepinac_18/Tes
35966,,Del grande,2002-03-10T00:00:00Z,1Q2002,2002 -- 3,2002,0,6,"Otranto: 6 bodies recovered related to the hull of a boat in distress. The boat, which had departed from Vlora, was set on fire. 23 Survivors (Mar 11, 2002)",40.143898,otranto,18.491168,"40.143898, 18.491168",0,"Event at Otranto on Mar 10, 2002",Apulia & Calbria,La Repubblica,http://www.repubblica.it/online/cronaca/sbarco/precedenti/precedenti.html
35967,,Del grande,2002-03-06T00:00:00Z,1Q2002,2002 -- 3,2002,0,59,"Shipwreck off the coast of Lampedusa: 12 dead, 47 missing (Mar 7, 2002)",35.508622,lampedusa,12.59292,"35.508622, 12.59292",0,"Event at Lampedusa on Mar 06, 2002",Central Mediteranean route,La Repubblica,http://www.repubblica.it/online/cronaca/sbarco/precedenti/precedenti.html
35968,,Del grande,2002-03-04T00:00:00Z,1Q2002,2002 -- 3,2002,0,3,"Trying to enter illegally into Turkey from the border with Syria, the Turkish police opened fire, 3 deaths (Mar 5, 2002)",34.802075,syria,38.996815,"34.802075, 38.996815",0,"Event at Syria on Mar 04, 2002",,Associated Press,http://docs.google.com/viewer?url=http://www.aucegypt.edu/fmrs/documents/frantz.pdf
35969,,Del grande,2002-03-01T00:00:00Z,1Q2002,2002 -- 3,2002,0,1,"Recovered a body from the river Isonzo Gorizia, would have drowned after crossing the Slovenian border (Mar 2, 2002)",45.940181,gorizia,13.620175,"45.940181, 13.620175",0,"Event at Gorizia on Mar 01, 2002",Western Balkan route,Ansa,http://dea.ansa.it/
35970,No medical treatment,United,2002-03-01T00:00:00Z,1Q2002,2002 -- 3,2002,0,1,"died in detention centre in Belgium because of medical neglect (Mar 1, 2002)",50.503887,belgium,4.469936,"50.503887, 4.469936",0,"Event at Belgium on Mar 01, 2002",,AIg,
35972,Drowned,United,2002-02-19T00:00:00Z,1Q2002,2002 -- 2,2002,0,3,"drowned, trying to swim from Morocco to Melilla (E/MA) (Feb 19, 2002). From Del Grande's data set (translated): Recovered the bodies of three men in the waters of Melilla, a Spanish enclave in Morocco, drowned trying to swim to the city (Feb 20, 2002)",35.292278,melilla,-2.938097,"35.292278, -2.938097",0,"Event at Melilla on Feb 19, 2002",Western Mediteranean route,MNS/MUGAK,http://dea.ansa.it/
35973,Suicide - Hanged,United,2002-02-19T00:00:00Z,1Q2002,2002 -- 2,2002,0,1,"suicide, found hung in Lewes Prison (GB) (Feb 19, 2002)",50.871818,"Lewes Prison, UK",-0.005832,"50.871818, -0.005832",0,"Event at Lewes Prison, Uk on Feb 19, 2002",,IRR,
35971,,United,2002-02-19T00:00:00Z,1Q2002,2002 -- 2,2002,0,1,"crushed to death while trying to stowaway on board a train in Channel-tunnel, on way to GB (Feb 19, 2002). From Del Grande's data set (translated): 1 found dead along the tracks in the Channel Tunnel. According to Eurotunnel's death in 2002, 12 people swept under the trains to pass illegally Channel 7 dead in 2001 (Feb 20, 2002)",50.95129,"Calais, France",1.858686,"50.95129, 1.858686",0,"Event at Calais, France on Feb 19, 2002",,MNS/AP/IRR,http://www.lemonde.fr/web/recherche_breve/1
35974,,United,2002-02-17T00:00:00Z,1Q2002,2002 -- 2,2002,0,1,"stowaway, fell from a train in the Channel-Tunnel between France and GB (Feb 17, 2002)",46.227638,france,2.213749,"46.227638, 2.213749",0,"Event at France on Feb 17, 2002",,AP/MNS/IRR,
35975,,United,2002-02-16T00:00:00Z,1Q2002,2002 -- 2,2002,0,1,"beaten to death by border police when trying to cross the Bulgarian-Turkish border (Feb 16, 2002)",42.733883,bulgaria,25.48583,"42.733883, 25.48583",0,"Event at Bulgaria on Feb 16, 2002",Eastern Mediteranean route Land,AI,
35976,Suicide - Hanged,United,2002-02-14T00:00:00Z,1Q2002,2002 -- 2,2002,0,1,"suicide, hung herself because of bad conditions in asylum centre near Allbruck (D) (Feb 14, 2002)",47.594657,"Allbruck, Germany",8.136299,"47.594657, 8.136299",0,"Event at Allbruck, Germany on Feb 14, 2002",,SAGA/ARI/IRR,
35977,,Del grande,2002-02-12T00:00:00Z,1Q2002,2002 -- 2,2002,0,4,"4 drowned in a shipwreck in front of the coast of Tarifa (Feb 13, 2002)",36.018776,tarifa,-5.600819,"36.018776, -5.600819",0,"Event at Tarifa on Feb 12, 2002",Western Mediteranean route,El Pais,http://www.elpais.com/articulo/espana/inmigrantes/mueren/naufragio/elpepiesp/20020213elpepinac_19/Tes
35978,Frozen,United,2002-02-11T00:00:00Z,1Q2002,2002 -- 2,2002,0,2,"stowaway, found frozen in undercarriage of plane from Ghana at Heathrow (GB) (Feb 11, 2002)",51.47238,heathrow,-0.45094,"51.47238, -0.45094",0,"Event at Heathrow on Feb 11, 2002",,GuardianUn/Annanova/Telegraph/Myjoyonline/IRR/IstitutoInnocenti/NCAs,
35979,,United,2002-02-10T00:00:00Z,1Q2002,2002 -- 2,2002,0,1,"fatally injured by border guard in Messopotamia area of Kastoria (GR-AL border) (Feb 10, 2002)",40.519269,kastoria,21.268717,"40.519269, 21.268717",0,"Event at Kastoria on Feb 10, 2002",,GHM/OMCT/YaN/ProAsyl,
35980,Suicide - Hanged,United,2002-02-09T00:00:00Z,1Q2002,2002 -- 2,2002,0,1,"suicide, found hanged in Durham prison (GB), in fear of deportation (Feb 9, 2002)",54.77525,"Durham, UK",-1.584852,"54.77525, -1.584852",0,"Event at Durham, Uk on Feb 09, 2002",,NCADC/IRR,
35981,,Del grande,2002-02-03T00:00:00Z,1Q2002,2002 -- 2,2002,0,1,"A frozen to death along the snowy passes of the border between Bulgaria and Greece (Feb 4, 2002)",42.733883,bulgaria,25.48583,"42.733883, 25.48583",0,"Event at Bulgaria on Feb 03, 2002",Eastern Mediteranean route Land,Migration News Sheet,http://www.migpolgroup.com/topics/2054.html
35983,,Del grande,2002-02-01T00:00:00Z,1Q2002,2002 -- 2,2002,0,2,"Asphyxiated 2 guys hiding under a truck boarded the ferry to Nador Almeria (Feb 2, 2002)",36.834047,almeria,-2.463714,"36.834047, -2.463714",0,"Event at Almeria on Feb 01, 2002",Western Mediteranean route,El Pais,http://www.elpais.com/articulo/espana/marroquies/mueren/asfixiados/bajos/autocar/dentro/ferry/elpepiesp/20020202elpepinac_20/Tes
35982,,Del grande,2002-02-01T00:00:00Z,1Q2002,2002 -- 2,2002,0,1,"Landing at Gesine, Lecce, a man dies invested by the boat that was recovering well in the (Feb 2, 2002)",40.351516,lecce,18.175016,"40.351516, 18.175016",0,"Event at Lecce on Feb 01, 2002",Apulia & Calbria,Ansa,http://dea.ansa.it/
35984,Drowned,United,2002-02-01T00:00:00Z,1Q2002,2002 -- 2,2002,0,1,"hit by propellor of motor boat when he jumped off the boat to swim to Italian coast (Feb 1, 2002)",44.348399,italian coast,9.234647,"44.348399, 9.234647",0,"Event at Italian Coast on Feb 01, 2002",Central Mediteranean route,Reu,
35985,No medical treatment,United,2002-01-30T00:00:00Z,1Q2002,2002 -- 1,2002,0,1,"died after being refused medical treatment in detention centre in Leusden (NL) (Jan 30, 2002)",52.118759,"Leusden, Netherland",5.40633,"52.118759, 5.40633",0,"Event at Leusden, Netherland on Jan 30, 2002",,NRC,
35986,,United,2002-01-25T00:00:00Z,1Q2002,2002 -- 1,2002,0,1,"found dead in a Spanish police station (Jan 25, 2002)",40.463667,Spain,-3.74922,"40.463667, -3.74922",0,"Event at Spain on Jan 25, 2002",Western Mediteranean route,MUGAK,
35987,Drowned,United,2002-01-20T00:00:00Z,1Q2002,2002 -- 1,2002,0,16,"reportedly drowned, vessel capsized off the coast of Pozo Negro, Canary Islands (E) (Jan 20, 2002)",28.291564,canary,-16.62913,"28.291564, -16.62913",0,"Event at Canary on Jan 20, 2002",Western African route,MNS,
35988,,United,2002-01-19T00:00:00Z,1Q2002,2002 -- 1,2002,0,1,"executed after being deported to Iran by Turkish police  (Jan 19, 2002)",32.427908,iran,53.688046,"32.427908, 53.688046",0,"Event at Iran on Jan 19, 2002",,IRAINC,
35989,,United,2002-01-18T00:00:00Z,1Q2002,2002 -- 1,2002,0,1,"stowaway, electrocuted when train passed under power lines near Frethun (F) (Jan 18, 2002)",50.917288,"Frethun, France",1.824342,"50.917288, 1.824342",0,"Event at Frethun, France on Jan 18, 2002",,MNS/AP/Telegraaf/MUGAK,
35990,Drowned,United,2002-01-11T00:00:00Z,1Q2002,2002 -- 1,2002,0,44,"drowned after boat sank on the way from Bodrum (TR) to Kos (GR) (Jan 11, 2002)",36.799851,kos,27.102943,"36.799851, 27.102943",0,"Event at Kos on Jan 11, 2002",Eastern Mediteranean route Sea,IRR/TL/Vita,
35991,Car accident,United,2002-01-11T00:00:00Z,1Q2002,2002 -- 1,2002,0,1,"stowaway, died after attempt of jumping off a bound truck in Patras (GR)  (Jan 11, 2002)",38.24664,patras,21.734574,"38.24664, 21.734574",0,"Event at Patras on Jan 11, 2002",,IRR,
35992,Suffocated,United,2002-01-11T00:00:00Z,1Q2002,2002 -- 1,2002,0,4,"stowaways, found dead in a shipping container due to depart from Livorno (I) (Jan 11, 2002)",43.548473,livorno,10.310567,"43.548473, 10.310567",0,"Event at Livorno on Jan 11, 2002",,IRR,
35993,Frozen,United,2002-01-10T00:00:00Z,1Q2002,2002 -- 1,2002,0,1,"died of hypothermia,  after long treck across Turkish border into Greece. (Jan 10, 2002)",38.652771,Turkey to Greece,26.613007,"38.652771, 26.613007",0,"Event at Turkey To Greece on Jan 10, 2002",Eastern Mediteranean route Sea,IRR,
35994,No medical treatment,United,2002-01-10T00:00:00Z,1Q2002,2002 -- 1,2002,0,1,"no medical care into asylum centre in Appelscha (NL), too late found cancer (Jan 10, 2002)",52.9524,"Appelscha, Netherlands",6.356303,"52.9524, 6.356303",0,"Event at Appelscha, Netherlands on Jan 10, 2002",,MAG/VK,
36001,Drowned,United,2002-01-09T00:00:00Z,1Q2002,2002 -- 1,2002,0,12,"missing, after boat sank while trying to reach Mayotte Island (F) from Comoros Islands  (Jan 9, 2002)",-12.8275,mayotte,45.166244,"-12.8275, 45.166244",0,"Event at Mayotte on Jan 09, 2002",,AFP,
35997,Drowned,United,2002-01-09T00:00:00Z,1Q2002,2002 -- 1,2002,0,8,"drowned, after boat sank while trying to reach Mayotte Island (F) from Comoros Islands  (Jan 9, 2002)",-12.8275,mayotte,45.166244,"-12.8275, 45.166244",0,"Event at Mayotte on Jan 09, 2002",,AFP,
36000,,United,2002-01-09T00:00:00Z,1Q2002,2002 -- 1,2002,0,5,"missing, after a boat with 42 migrants sank off the coast of Barbate (E) (Jan 9, 2002)",36.19002,barbate,-5.92248,"36.19002, -5.92248",0,"Event at Barbate on Jan 09, 2002",Western Mediteranean route,IRR,
35996,Drowned,United,2002-01-09T00:00:00Z,1Q2002,2002 -- 1,2002,0,9,"drowned, after a boat with 42 migrants sank off the coast of Barbate (E) (Jan 9, 2002)",36.19002,barbate,-5.92248,"36.19002, -5.92248",0,"Event at Barbate on Jan 09, 2002",Western Mediteranean route,IRR,
36002,,United,2002-01-09T00:00:00Z,1Q2002,2002 -- 1,2002,0,1,"missing, after small boat capsized near Tunisian coast on its way to Sicily (I)  (Jan 9, 2002)",36.81881,tunis,10.16596,"36.81881, 10.16596",0,"Event at Tunis on Jan 09, 2002",Central Mediteranean route,AP/Tagesspiegel,
35999,Drowned,United,2002-01-09T00:00:00Z,1Q2002,2002 -- 1,2002,0,9,"drowned after small boat capsized near Tunisian coast on its way to Sicily (I)  (Jan 9, 2002)",36.81881,tunis,10.16596,"36.81881, 10.16596",0,"Event at Tunis on Jan 09, 2002",Central Mediteranean route,AP/Tagesspiegel,
35998,Drowned,United,2002-01-09T00:00:00Z,1Q2002,2002 -- 1,2002,0,1,"drowned, body was discovered by a fisherman in the western Peloponnese (GR) (Jan 9, 2002)",37.349722,"Peloponnese, greece",22.352222,"37.349722, 22.352222",0,"Event at Peloponnese, Greece on Jan 09, 2002",Eastern Mediteranean route Sea,IRR,
35995,,Del grande,2002-01-09T00:00:00Z,1Q2002,2002 -- 1,2002,0,1,"Recovered at sea the body of a man off Apani, Brindisi (Jan 10, 2002)",40.632728,brindisi,17.941762,"40.632728, 17.941762",0,"Event at Brindisi on Jan 09, 2002",Apulia & Calbria,Ansa,http://dea.ansa.it/
36003,Suicide - Under train,United,2002-01-09T00:00:00Z,1Q2002,2002 -- 1,2002,0,1,"suicide, jumped under train in Zwolle (NL) in fear of deportation (Jan 9, 2002)",52.516775,"Zwolle, Netherlands",6.083022,"52.516775, 6.083022",0,"Event at Zwolle, Netherlands on Jan 09, 2002",,MNS,
36008,Drowned,United,2002-01-08T00:00:00Z,1Q2002,2002 -- 1,2002,0,13,"drowned after boat capsized, body found on a beach near Kenitra (MA) (Jan 8, 2002)",34.264061,kenitra,-6.578296,"34.264061, -6.578296",0,"Event at Kenitra on Jan 08, 2002",Western Mediteranean route,Trouw,
36005,Drowned,United,2002-01-08T00:00:00Z,1Q2002,2002 -- 1,2002,0,11,"drowned, after ship capsized 200 meters from south coast of Sicily (I) (Jan 8, 2002)",37.599994,sicily,14.015356,"37.599994, 14.015356",0,"Event at Sicily on Jan 08, 2002",Central Mediteranean route,SP,
36004,Drowned,United,2002-01-08T00:00:00Z,1Q2002,2002 -- 1,2002,0,3,"drowned, after ship capsized 200 meters from coast of Sicily (I) (Jan 8, 2002)",37.599994,sicily,14.015356,"37.599994, 14.015356",0,"Event at Sicily on Jan 08, 2002",Central Mediteranean route,SP,
36009,,United,2002-01-08T00:00:00Z,1Q2002,2002 -- 1,2002,0,5,"missing, were abandoned near Greek coast in a boat that later capsized  (Jan 8, 2002)",38.652771,Turkey to Greece,26.613007,"38.652771, 26.613007",0,"Event at Turkey To Greece on Jan 08, 2002",Eastern Mediteranean route Sea,IRR/MUGAK,
36007,Drowned,United,2002-01-08T00:00:00Z,1Q2002,2002 -- 1,2002,0,2,"drowned, were abandoned near Greek coast in boat that later capsized  (Jan 8, 2002)",38.652771,Turkey to Greece,26.613007,"38.652771, 26.613007",0,"Event at Turkey To Greece on Jan 08, 2002",Eastern Mediteranean route Sea,IRR,
